ordinal_id,geo_id,volume
420,504403708021309536,Pixel::NegativeEndcap
421,504403708021309537,Pixel::NegativeEndcap
422,504403708021309538,Pixel::NegativeEndcap
423,504403708021309539,Pixel::NegativeEndcap
424,504403708021309540,Pixel::NegativeEndcap
425,504403708021309541,Pixel::NegativeEndcap
426,504403708021309542,Pixel::NegativeEndcap
427,504403708021309543,Pixel::NegativeEndcap
428,504403708021309544,Pixel::NegativeEndcap
429,504403708021309545,Pixel::NegativeEndcap
430,504403708021309546,Pixel::NegativeEndcap
431,504403708021309547,Pixel::NegativeEndcap
432,504403708021309548,Pixel::NegativeEndcap
433,504403845460262913,Pixel::NegativeEndcap
434,504403845460262914,Pixel::NegativeEndcap
435,504403845460262915,Pixel::NegativeEndcap
436,504403845460262916,Pixel::NegativeEndcap
437,504403845460262917,Pixel::NegativeEndcap
438,504403845460262918,Pixel::NegativeEndcap
439,504403845460262919,Pixel::NegativeEndcap
440,504403845460262920,Pixel::NegativeEndcap
441,504403845460262921,Pixel::NegativeEndcap
442,504403845460262922,Pixel::NegativeEndcap
443,504403845460262923,Pixel::NegativeEndcap
444,504403845460262924,Pixel::NegativeEndcap
445,504403845460262925,Pixel::NegativeEndcap
446,504403845460262926,Pixel::NegativeEndcap
447,504403845460262927,Pixel::NegativeEndcap
448,504403845460262928,Pixel::NegativeEndcap
449,504403845460262929,Pixel::NegativeEndcap
450,504403845460262930,Pixel::NegativeEndcap
451,504403845460262931,Pixel::NegativeEndcap
452,504403845460262932,Pixel::NegativeEndcap
453,504403845460262933,Pixel::NegativeEndcap
454,504403845460262934,Pixel::NegativeEndcap
455,504403845460262935,Pixel::NegativeEndcap
456,504403845460262936,Pixel::NegativeEndcap
457,504403845460262937,Pixel::NegativeEndcap
458,504403845460262938,Pixel::NegativeEndcap
459,504403845460262939,Pixel::NegativeEndcap
460,504403845460262940,Pixel::NegativeEndcap
461,504403845460262941,Pixel::NegativeEndcap
462,504403845460262942,Pixel::NegativeEndcap
463,504403845460262943,Pixel::NegativeEndcap
464,504403845460262944,Pixel::NegativeEndcap
465,504403845460262945,Pixel::NegativeEndcap
466,504403845460262946,Pixel::NegativeEndcap
467,504403845460262947,Pixel::NegativeEndcap
468,504403845460262948,Pixel::NegativeEndcap
469,504403845460262949,Pixel::NegativeEndcap
470,504403845460262950,Pixel::NegativeEndcap
471,504403845460262951,Pixel::NegativeEndcap
472,504403845460262952,Pixel::NegativeEndcap
473,504403845460262953,Pixel::NegativeEndcap
474,504403845460262954,Pixel::NegativeEndcap
475,504403845460262955,Pixel::NegativeEndcap
476,504403845460262956,Pixel::NegativeEndcap
477,504403845460262957,Pixel::NegativeEndcap
478,504403845460262958,Pixel::NegativeEndcap
479,504403845460262959,Pixel::NegativeEndcap
480,504403845460262960,Pixel::NegativeEndcap
481,504403845460262961,Pixel::NegativeEndcap
482,504403845460262962,Pixel::NegativeEndcap
483,504403845460262963,Pixel::NegativeEndcap
484,504403845460262964,Pixel::NegativeEndcap
485,504403845460262965,Pixel::NegativeEndcap
486,504403845460262966,Pixel::NegativeEndcap
487,504403845460262967,Pixel::NegativeEndcap
488,504403845460262968,Pixel::NegativeEndcap
489,504403845460262969,Pixel::NegativeEndcap
490,504403845460262970,Pixel::NegativeEndcap
491,504403845460262971,Pixel::NegativeEndcap
492,504403845460262972,Pixel::NegativeEndcap
493,504403845460262973,Pixel::NegativeEndcap
494,504403845460262974,Pixel::NegativeEndcap
495,504403845460262975,Pixel::NegativeEndcap
496,504403845460262976,Pixel::NegativeEndcap
497,504403845460262977,Pixel::NegativeEndcap
498,504403845460262978,Pixel::NegativeEndcap
499,504403845460262979,Pixel::NegativeEndcap
500,504403845460262980,Pixel::NegativeEndcap
501,504403845460262981,Pixel::NegativeEndcap
502,504403845460262982,Pixel::NegativeEndcap
503,504403845460262983,Pixel::NegativeEndcap
504,504403845460262984,Pixel::NegativeEndcap
505,504403845460262985,Pixel::NegativeEndcap
506,504403845460262986,Pixel::NegativeEndcap
507,504403845460262987,Pixel::NegativeEndcap
508,504403845460262988,Pixel::NegativeEndcap
509,504403845460262989,Pixel::NegativeEndcap
510,504403845460262990,Pixel::NegativeEndcap
511,504403845460262991,Pixel::NegativeEndcap
512,504403845460262992,Pixel::NegativeEndcap
513,504403845460262993,Pixel::NegativeEndcap
514,504403845460262994,Pixel::NegativeEndcap
515,504403845460262995,Pixel::NegativeEndcap
516,504403845460262996,Pixel::NegativeEndcap
517,504403845460262997,Pixel::NegativeEndcap
518,504403845460262998,Pixel::NegativeEndcap
519,504403845460262999,Pixel::NegativeEndcap
520,504403845460263000,Pixel::NegativeEndcap
521,504403845460263001,Pixel::NegativeEndcap
522,504403845460263002,Pixel::NegativeEndcap
523,504403845460263003,Pixel::NegativeEndcap
524,504403845460263004,Pixel::NegativeEndcap
525,504403845460263005,Pixel::NegativeEndcap
526,504403845460263006,Pixel::NegativeEndcap
527,504403845460263007,Pixel::NegativeEndcap
528,504403845460263008,Pixel::NegativeEndcap
529,504403845460263009,Pixel::NegativeEndcap
530,504403845460263010,Pixel::NegativeEndcap
531,504403845460263011,Pixel::NegativeEndcap
532,504403845460263012,Pixel::NegativeEndcap
533,504403845460263013,Pixel::NegativeEndcap
534,504403845460263014,Pixel::NegativeEndcap
535,504403845460263015,Pixel::NegativeEndcap
536,504403845460263016,Pixel::NegativeEndcap
537,504403845460263017,Pixel::NegativeEndcap
538,504403845460263018,Pixel::NegativeEndcap
539,504403845460263019,Pixel::NegativeEndcap
540,504403845460263020,Pixel::NegativeEndcap
541,504403982899216385,Pixel::NegativeEndcap
542,504403982899216386,Pixel::NegativeEndcap
543,504403982899216387,Pixel::NegativeEndcap
544,504403982899216388,Pixel::NegativeEndcap
545,504403982899216389,Pixel::NegativeEndcap
546,504403982899216390,Pixel::NegativeEndcap
547,504403982899216391,Pixel::NegativeEndcap
548,504403982899216392,Pixel::NegativeEndcap
549,504403982899216393,Pixel::NegativeEndcap
550,504403982899216394,Pixel::NegativeEndcap
551,504403982899216395,Pixel::NegativeEndcap
552,504403982899216396,Pixel::NegativeEndcap
553,504403982899216397,Pixel::NegativeEndcap
554,504403982899216398,Pixel::NegativeEndcap
555,504403982899216399,Pixel::NegativeEndcap
556,504403982899216400,Pixel::NegativeEndcap
557,504403982899216401,Pixel::NegativeEndcap
558,504403982899216402,Pixel::NegativeEndcap
559,504403982899216403,Pixel::NegativeEndcap
560,504403982899216404,Pixel::NegativeEndcap
561,504403982899216405,Pixel::NegativeEndcap
562,504403982899216406,Pixel::NegativeEndcap
563,504403982899216407,Pixel::NegativeEndcap
564,504403982899216408,Pixel::NegativeEndcap
565,504403982899216409,Pixel::NegativeEndcap
566,504403982899216410,Pixel::NegativeEndcap
567,504403982899216411,Pixel::NegativeEndcap
568,504403982899216412,Pixel::NegativeEndcap
569,504403982899216413,Pixel::NegativeEndcap
570,504403982899216414,Pixel::NegativeEndcap
571,504403982899216415,Pixel::NegativeEndcap
572,504403982899216416,Pixel::NegativeEndcap
573,504403982899216417,Pixel::NegativeEndcap
574,504403982899216418,Pixel::NegativeEndcap
575,504403982899216419,Pixel::NegativeEndcap
576,504403982899216420,Pixel::NegativeEndcap
577,504403982899216421,Pixel::NegativeEndcap
578,504403982899216422,Pixel::NegativeEndcap
579,504403982899216423,Pixel::NegativeEndcap
580,504403982899216424,Pixel::NegativeEndcap
581,504403982899216425,Pixel::NegativeEndcap
582,504403982899216426,Pixel::NegativeEndcap
583,504403982899216427,Pixel::NegativeEndcap
584,504403982899216428,Pixel::NegativeEndcap
585,504403982899216429,Pixel::NegativeEndcap
586,504403982899216430,Pixel::NegativeEndcap
587,504403982899216431,Pixel::NegativeEndcap
588,504403982899216432,Pixel::NegativeEndcap
589,504403982899216433,Pixel::NegativeEndcap
590,504403982899216434,Pixel::NegativeEndcap
591,504403982899216435,Pixel::NegativeEndcap
592,504403982899216436,Pixel::NegativeEndcap
593,504403982899216437,Pixel::NegativeEndcap
594,504403982899216438,Pixel::NegativeEndcap
595,504403982899216439,Pixel::NegativeEndcap
596,504403982899216440,Pixel::NegativeEndcap
597,504403982899216441,Pixel::NegativeEndcap
598,504403982899216442,Pixel::NegativeEndcap
599,504403982899216443,Pixel::NegativeEndcap
600,504403982899216444,Pixel::NegativeEndcap
601,504403982899216445,Pixel::NegativeEndcap
602,504403982899216446,Pixel::NegativeEndcap
603,504403982899216447,Pixel::NegativeEndcap
604,504403982899216448,Pixel::NegativeEndcap
